openalex_id,doi,title,year,journal,is_oa,oa_url,cited_by_count,authors,matched_search_term
https://openalex.org/W2141547221,https://doi.org/10.1016/j.carbon.2009.09.061,Metal–organic framework (MOF) as a template for syntheses of nanoporous carbons as electrode materials for supercapacitor,2009,Carbon,False,,694,Bo Liu; Hiroshi Shioyama; Hai‐Long Jiang; Xinbo Zhang; Qiang Xü,metal-organic framework BET surface area
https://openalex.org/W2270881685,https://doi.org/10.1038/ncomms8240,Biomimetic mineralization of metal-organic frameworks as protective coatings for biomacromolecules,2015,Nature Communications,True,https://www.nature.com/articles/ncomms8240.pdf,1494,Kang Liang; Raffaele Riccò; Cara M. Doherty; Mark J. Styles; Stephen G. Bell; Nigel Kirby; Stephen Mudie; David N. Haylock; Anita J. Hill; Christian J. Doonan; Paolo Falcaro,metal-organic framework BET surface area
https://openalex.org/W2051191132,https://doi.org/10.1021/ja106935d,"Metal Insertion in a Microporous Metal−Organic Framework Lined with 2,2′-Bipyridine",2010,Journal of the American Chemical Society,False,,563,Eric D. Bloch; David K. Britt; Chain Lee; Christian J. Doonan; Fernando J. Uribe‐Romo; Hiroyasu Furukawa; Jeffrey R. Long; Omar M. Yaghi,metal-organic framework BET surface area
https://openalex.org/W2098980266,https://doi.org/10.1039/c1sc00136a,High thermal and chemical stability in pyrazolate-bridged metal–organic frameworks with exposed metal sites,2011,Chemical Science,True,http://hdl.handle.net/2434/220348,571,Valentina Colombo; Simona Galli; Hye Jin Choi; Ggoch Ddeul Han; Angelo Maspero; Giovanni Palmisano; Norberto Masciocchi; Jeffrey R. Long,metal-organic framework BET surface area
https://openalex.org/W2603410158,https://doi.org/10.1039/c7cs00033b,Metal–organic and covalent organic frameworks as single-site catalysts,2017,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2017/cs/c7cs00033b,1067,Sven M. J. Rogge; Anastasiya Bavykina; Julianna Hajek; Hermenegildo Garcı́a; Alma I. Olivos Suarez; Antonio Sepúlveda‐Escribano; Alexandré Vimont; Guillaume Clet; Philippe Bazin; Freek Kapteijn; Marco Daturi; Enrique V. Ramos–Fernández; Francesc X. Llabrés i Xamena; Véronique Van Speybroeck; Jorge Gascón,metal-organic framework BET surface area
https://openalex.org/W2886243696,https://doi.org/10.1002/smtd.201800173,Evaluation of the BET Theory for the Characterization of Meso and Microporous MOFs,2018,Small Methods,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.201800173,741,Filip Ambrož; Thomas J. Macdonald; Vladimir Martis; Ivan P. Parkin,metal-organic framework BET surface area
https://openalex.org/W2215509697,https://doi.org/10.1021/jacs.5b10266,Application of Consistency Criteria To Calculate BET Areas of Micro- And Mesoporous Metal–Organic Frameworks,2015,Journal of the American Chemical Society,False,,301,Diego A. Gómez‐Gualdrón; Peyman Z. Moghadam; Joseph T. Hupp; Omar K. Farha; Randall Q. Snurr,metal-organic framework BET surface area
https://openalex.org/W2072701796,https://doi.org/10.1021/ja408084j,Construction of Ultrastable Porphyrin Zr Metal–Organic Frameworks through Linker Elimination,2013,Journal of the American Chemical Society,False,,1127,Dawei Feng; Wan-Chun Chung; Zhang‐Wen Wei; Zhi‐Yuan Gu; Hai‐Long Jiang; Ying‐Pin Chen; Donald J. Darensbourg; Hong‐Cai Zhou,metal-organic framework BET surface area
https://openalex.org/W2547197598,https://doi.org/10.1021/jacs.6b10316,Metalation of a Mesoporous Three-Dimensional Covalent Organic Framework,2016,Journal of the American Chemical Society,False,,402,Luke A. Baldwin; Jonathan W. Crowe; David A. Pyles; Psaras L. McGrier,metal-organic framework BET surface area
https://openalex.org/W2794088502,https://doi.org/10.1002/adma.201704501,Defective Metal‐Organic Frameworks,2018,Advanced Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201704501,729,Stefano Dissegna; Konstantin Epp; Werner R. Heinz; Gregor Kieslich; Roland A. Fischer,metal-organic framework BET surface area
https://openalex.org/W2607848054,https://doi.org/10.1039/c7cs00122c,An updated roadmap for the integration of metal–organic frameworks with electronic devices and chemical sensors,2017,Chemical Society Reviews,True,https://lirias.kuleuven.be/retrieve/033c18e6-1f05-44f2-8339-142b7b3320d2,1225,Ivo Stassen; Nicholas C. Burtch; Alec Talin; Paolo Falcaro; Mark D. Allendorf; Rob Ameloot,metal-organic framework BET surface area
https://openalex.org/W4210719150,https://doi.org/10.1021/acs.accounts.1c00707,Reticular Chemistry for Highly Porous Metal–Organic Frameworks: The Chemistry and Applications,2022,Accounts of Chemical Research,True,https://www.osti.gov/servlets/purl/1843784,407,Zhijie Chen; Kent O. Kirlikovali; Peng Li; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W2016869459,https://doi.org/10.1021/ja5111317,Topology-Guided Design and Syntheses of Highly Stable Mesoporous Porphyrinic Zirconium Metal–Organic Frameworks with High Surface Area,2014,Journal of the American Chemical Society,True,https://pubs.acs.org/doi/pdf/10.1021/ja5111317?ref=article_openPDF,400,Tian‐Fu Liu; Dawei Feng; Ying‐Pin Chen; Lanfang Zou; Mathieu Bosch; Shuai Yuan; Zhang‐Wen Wei; Stephen Fordham; Kecheng Wang; Hong‐Cai Zhou,metal-organic framework BET surface area
https://openalex.org/W1800610964,https://doi.org/10.1039/c5cs00307e,Multifunctional metal–organic frameworks: from academia to industrial applications,2015,Chemical Society Reviews,True,https://biblio.ugent.be/publication/7140032/file/7140038.pdf,1000,Patrícia Silva; Sérgio M. F. Vilela; João P. C. Tomé; Filipe A. Almeida Paz,metal-organic framework BET surface area
https://openalex.org/W2488813449,https://doi.org/10.1021/acscatal.6b01222,Development of MOF-Derived Carbon-Based Nanomaterials for Efficient Catalysis,2016,ACS Catalysis,False,,1341,Kui Shen; Xiaodong Chen; Junying Chen; Yingwei Li,metal-organic framework BET surface area
https://openalex.org/W2060325015,https://doi.org/10.1021/ja061716i,"Microporous Metal−Organic Frameworks Incorporating 1,4-Benzeneditetrazolate: Syntheses, Structures, and Hydrogen Storage Properties",2006,Journal of the American Chemical Society,False,,626,Mircea Dincă; Anta F. Yu; Jeffrey R. Long,metal-organic framework BET surface area
https://openalex.org/W1990853155,https://doi.org/10.1016/j.ijhydene.2012.04.105,Synthesis and characterization of porous HKUST-1 metal organic frameworks for hydrogen storage,2012,International Journal of Hydrogen Energy,False,,511,Kuen‐Song Lin; Abhijit Krishna Adhikari; Chin-An Ku; Chao‐Lung Chiang; Hua Kuo,metal-organic framework BET surface area
https://openalex.org/W2082637983,https://doi.org/10.1038/ncomms5176,Correlated defect nanoregions in a metal–organic framework,2014,Nature Communications,True,https://www.nature.com/articles/ncomms5176.pdf,759,Matthew J. Cliffe; Wei Wan; Xiaodong Zou; Philip A. Chater; A. K. Kleppe; Matthew G. Tucker; H. Wilhelm; Nicholas P. Funnell; François‐Xavier Coudert; Andrew L. Goodwin,metal-organic framework BET surface area
https://openalex.org/W2090352689,https://doi.org/10.1021/ja512973b,Ultrahigh Surface Area Zirconium MOFs and Insights into the Applicability of the BET Theory,2015,Journal of the American Chemical Society,False,,421,Timothy C. Wang; Wojciech Bury; Diego A. Gómez‐Gualdrón; Nicolaas A. Vermeulen; Joseph E. Mondloch; Pravas Deria; Kainan Zhang; Peyman Z. Moghadam; Amy A. Sarjeant; Randall Q. Snurr; J. Fraser Stoddart; Joseph T. Hupp; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W2083617041,https://doi.org/10.1039/c4cs00006d,Adsorptive separation on metal–organic frameworks in the liquid phase,2014,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2014/cs/c4cs00006d,869,Ben Van de Voorde; Bart Bueken; Joeri Denayer; Dirk De Vos,metal-organic framework BET surface area
https://openalex.org/W2522564267,https://doi.org/10.1021/acs.chemmater.6b02626,"Best Practices for the Synthesis, Activation, and Characterization of Metal–Organic Frameworks",2016,Chemistry of Materials,True,https://www.osti.gov/servlets/purl/1388681,744,Ashlee J. Howarth; Aaron W. Peters; Nicolaas A. Vermeulen; Timothy C. Wang; Joseph T. Hupp; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W2054660650,https://doi.org/10.1016/j.jcis.2010.09.065,Adsorption of CO2 and CH4 on a magnesium-based metal organic framework,2010,Journal of Colloid and Interface Science,False,,522,Zongbi Bao; Liang Yu; Qilong Ren; Xiuyang Lü; Shuguang Deng,metal-organic framework BET surface area
https://openalex.org/W1996375806,https://doi.org/10.1021/ja801848j,Systematic Functionalization of a Metal−Organic Framework via a Postsynthetic Modification Approach,2008,Journal of the American Chemical Society,False,,383,Kristine K. Tanabe; Zhenqiang Wang; Seth M. Cohen,metal-organic framework BET surface area
https://openalex.org/W2101187042,https://doi.org/10.1039/c1sc00354b,"Enhanced carbon dioxide capture upon incorporation of N,N′-dimethylethylenediamine in the metal–organic framework CuBTTri",2011,Chemical Science,False,,527,Thomas M. McDonald; Deanna M. D’Alessandro; Rajamani Krishna; Jeffrey R. Long,metal-organic framework BET surface area
https://openalex.org/W2116007269,https://doi.org/10.1039/c4cs00135d,A supermolecular building approach for the design and construction of metal–organic frameworks,2014,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2014/cs/c4cs00135d,841,Vincent Guillerm; Dongwook Kim; Jarrod F. Eubank; Ryan Luebke; Xinfang Liu; Karim Adil; Myoung Soo Lah; Mohamed Eddaoudi,metal-organic framework BET surface area
https://openalex.org/W2980294291,https://doi.org/10.1016/j.cej.2019.123127,Multifunctional adsorbent based on metal-organic framework modified bacterial cellulose/chitosan composite aerogel for high efficient removal of heavy metal ion and organic pollutant,2019,Chemical Engineering Journal,False,,426,Dawei Li; Xiaojuan Tian; Zunqin Wang; Zhuo Guan; Xiaoqiang Li; Hui Qiao; Huizhen Ke; Lei Luo; Qufu Weı,metal-organic framework BET surface area
https://openalex.org/W1963643295,https://doi.org/10.1021/la100449z,Evaluation of the BET Method for Determining Surface Areas of MOFs and Zeolites that Contain Ultra-Micropores,2010,Langmuir,False,,337,Youn‐Sang Bae; A. Özgür Yazaydın; Randall Q. Snurr,metal-organic framework BET surface area
https://openalex.org/W3087025164,https://doi.org/10.1039/d0cs00997k,A historical overview of the activation and porosity of metal–organic frameworks,2020,Chemical Society Reviews,True,https://www.osti.gov/servlets/purl/1848894,688,Xuan Zhang; Zhijie Chen; Xinyao Liu; Sylvia L. Hanna; Xingjie Wang; Reza Taheri‐Ledari; Ali Maleki; Peng Li; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W2959743433,https://doi.org/10.1021/acs.jpcc.9b02116,Surface Area Determination of Porous Materials Using the Brunauer–Emmett–Teller (BET) Method: Limitations and Improvements,2019,The Journal of Physical Chemistry C,False,,357,Priya Das Sinha; Archit Datar; Chungsik Jeong; Xuepeng Deng; Yongchul G. Chung; Li‐Chiang Lin,metal-organic framework BET surface area
https://openalex.org/W2946353546,https://doi.org/10.1038/s41467-019-10218-9,Metal-organic frameworks with photocatalytic bactericidal activity for integrated air cleaning,2019,Nature Communications,True,https://www.nature.com/articles/s41467-019-10218-9.pdf,811,Ping Li; Jiazhen Li; Xiao Feng; Jie Li; Yuchen Hao; Jinwei Zhang; Hang Wang; Anxiang Yin; Junwen Zhou; Xiaojie Ma; Bo Wang,metal-organic framework BET surface area
https://openalex.org/W3025733019,https://doi.org/10.1039/d0cs00278j,Covalent organic framework photocatalysts: structures and applications,2020,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2020/cs/d0cs00278j,1275,Han Wang; Hui Wang; Ziwei Wang; Lin Tang; Guangming Zeng; Piao Xu; Ming Chen; Ting Xiong; Chengyun Zhou; Xiyi Li; Danlian Huang; Yuan Zhu; Zixuan Wang; Junwang Tang,metal-organic framework BET surface area
https://openalex.org/W2134094254,https://doi.org/10.1038/ncomms1956,Microporous metal-organic framework with potential for carbon dioxide capture at ambient conditions,2012,Nature Communications,True,https://www.nature.com/articles/ncomms1956.pdf,877,Shengchang Xiang; Yabing He; Zhangjing Zhang; Hui Wu; Wei Zhou; Rajamani Krishna; Banglin Chen,metal-organic framework BET surface area
https://openalex.org/W2073661688,https://doi.org/10.1016/j.micromeso.2012.12.039,Supercapacitive property of metal–organic-frameworks with different pore dimensions and morphology,2013,Microporous and Mesoporous Materials,False,,265,Deok Yoon Lee; Dipak V. Shinde; Eun‐Kyung Kim; Wonjoo Lee; In-Whan Oh; Nabeen K. Shrestha; Joong Kee Lee; Sung‐Hwan Han,metal-organic framework BET surface area
https://openalex.org/W3137776543,https://doi.org/10.1016/j.apsb.2021.03.019,Metal-organic frameworks for advanced drug delivery,2021,Acta Pharmaceutica Sinica B,True,https://www.sciencedirect.com/science/article/pii/S2211383521000927/pdf,524,Siyu He; Li Wu; Xue Li; Hongyu Sun; Ting Xiong; Jie Liu; Chengxi Huang; Huipeng Xu; Huimin Sun; Weidong Chen; Ruxandra Gref; Jiwen Zhang,metal-organic framework BET surface area
https://openalex.org/W2946729124,https://doi.org/10.1021/acsnano.9b02106,Controlled Hydrolysis of Metal–Organic Frameworks: Hierarchical Ni/Co-Layered Double Hydroxide Microspheres for High-Performance Supercapacitors,2019,ACS Nano,False,,413,Zhenyu Xiao; Yingjie Mei; Shuai Yuan; Hao Mei; Ben Xu; Yuxiang Bao; Lili Fan; Wenpei Kang; Fangna Dai; Rongming Wang; Lei Wang; Songqing Hu; Daofeng Sun; Hong‐Cai Zhou,metal-organic framework BET surface area
https://openalex.org/W1971597894,https://doi.org/10.1039/c4cc00113c,A new metal–organic framework with ultra-high surface area,2014,Chemical Communications,True,https://pubs.rsc.org/en/content/articlepdf/2014/cc/c4cc00113c,270,Ronny Grünker; Volodymyr Bon; Philipp Müller; Ulrich Stoeck; Simon Krause; U. Müeller; Irena Senkovska; Stefan Kaskel,metal-organic framework BET surface area
https://openalex.org/W2112692467,https://doi.org/10.1039/c4cs00230j,"Zeolite-like metal–organic frameworks (ZMOFs): design, synthesis, and properties",2014,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2015/cs/c4cs00230j,774,Mohamed Eddaoudi; Dorina F. Sava; Jarrod F. Eubank; Karim Adil; Vincent Guillerm,metal-organic framework BET surface area
https://openalex.org/W2575505363,https://doi.org/10.1002/advs.201600371,Recent Progress in Metal‐Organic Frameworks for Applications in Electrocatalytic and Photocatalytic Water Splitting,2017,Advanced Science,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201600371,760,Wei Wang; Xiaomin Xu; Wei Zhou; Zongping Shao,metal-organic framework BET surface area
https://openalex.org/W2105761150,https://doi.org/10.1039/c4cs00067f,Beyond post-synthesis modification: evolution of metal–organic frameworks via building block replacement,2014,Chemical Society Reviews,True,https://doi.org/10.1039/c4cs00067f,876,Pravas Deria; Joseph E. Mondloch; Olga Karagiaridi; Wojciech Bury; Joseph T. Hupp; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W4224301973,https://doi.org/10.1039/d0cs01192d,Adsorption of iodine in metal–organic framework materials,2022,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2022/cs/d0cs01192d,548,Xinran Zhang; John Maddock; Tina M. Nenoff; Melissa A. Denecke; Sihai Yang⧫; Martin Schröder,metal-organic framework BET surface area
https://openalex.org/W2152844979,https://doi.org/10.1002/adma.200902096,Hydrogen Storage in Metal–Organic Frameworks,2010,Advanced Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.200902096,399,Yun Hang Hu; Lei Zhang,metal-organic framework BET surface area
https://openalex.org/W2988972072,https://doi.org/10.1038/s41467-019-13051-2,Missing-linker metal-organic frameworks for oxygen evolution reaction,2019,Nature Communications,True,https://www.nature.com/articles/s41467-019-13051-2.pdf,674,Ziqian Xue; Kang Liu; Qinglin Liu; Yinle Li; Man‐Rong Li; Cheng‐Yong Su; Naoki Ogiwara; Hirokazu Kobayashi; Hiroshi Kitagawa; Min Liu; Guangqin Li,metal-organic framework BET surface area
https://openalex.org/W2103204348,https://doi.org/10.1002/anie.201506888,Surface‐Specific Functionalization of Nanoscale Metal–Organic Frameworks,2015,Angewandte Chemie International Edition,False,,179,Shunzhi Wang; William Morris; Yangyang Liu; C. Michael McGuirk; Yu Zhou; Joseph T. Hupp; Omar K. Farha; Chad A. Mirkin,metal-organic framework BET surface area
https://openalex.org/W1971865766,https://doi.org/10.1039/c4sc00016a,A hydrazone-based covalent organic framework for photocatalytic hydrogen production,2014,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2014/sc/c4sc00016a,1148,Linus Stegbauer; Katharina Schwinghammer; Bettina V. Lotsch,metal-organic framework BET surface area
https://openalex.org/W2104595982,https://doi.org/10.1021/ja205976v,Selective Binding of O2 over N2 in a Redox–Active Metal–Organic Framework with Open Iron(II) Coordination Sites,2011,Journal of the American Chemical Society,True,http://infoscience.epfl.ch/record/200722,529,Eric D. Bloch; Leslie J. Murray; Wendy L. Queen; Sachin Chavan; Sergey N. Maximoff; J.P. Bigi; Rajamani Krishna; Vanessa K. Peterson; Fernande Grandjean; Gary J. Long; Berend Smit; Silvia Bordiga; Craig M. Brown; Jeffrey R. Long,metal-organic framework BET surface area
https://openalex.org/W2079465097,https://doi.org/10.1016/j.matlet.2008.09.010,Ultrasonic synthesis of the microporous metal–organic framework Cu3(BTC)2 at ambient temperature and pressure: An efficient and environmentally friendly method,2008,Materials Letters,False,,444,Zong‐Qun Li; Ling‐Guang Qiu; Tao Xu; Yun Wu; Wei Wang; Zhenyu Wu; Xia Jiang,metal-organic framework BET surface area
https://openalex.org/W2626633488,https://doi.org/10.1002/adma.201700874,Metal–Organic‐Framework‐Derived Hybrid Carbon Nanocages as a Bifunctional Electrocatalyst for Oxygen Reduction and Evolution,2017,Advanced Materials,True,https://research-repository.st-andrews.ac.uk/bitstream/10023/14289/1/LiuSH_Carbon_280417.pdf,837,Shaohong Liu; Zhiyu Wang; Si Zhou; Fengjiao Yu; Mengzhou Yu; Chang‐Yang Chiang; Wuzong Zhou; Jijun Zhao; Jieshan Qiu,metal-organic framework BET surface area
https://openalex.org/W2973180144,https://doi.org/10.1093/nsr/nwz137,A highly alkaline-stable metal oxide@metal–organic framework composite for high-performance electrochemical energy storage,2019,National Science Review,True,https://academic.oup.com/nsr/article-pdf/7/2/305/38881832/nwz137.pdf,622,Shasha Zheng; Qing Li; Huaiguo Xue; Huan Pang; Qiang Xü,metal-organic framework BET surface area
https://openalex.org/W2900131896,https://doi.org/10.1016/j.ultsonch.2018.11.004,Metal Organic Frameworks (MOFs) and ultrasound: A review,2018,Ultrasonics Sonochemistry,True,https://www.sciencedirect.com/science/article/pii/S1350417718310149/pdf,407,Christos Vaitsis; Georgia Sourkouni; Christos Argirusis,metal-organic framework BET surface area
https://openalex.org/W2025423215,https://doi.org/10.1039/c4ra11259h,"Chromium terephthalate metal–organic framework MIL-101: synthesis, functionalization, and applications for adsorption and catalysis",2014,RSC Advances,False,,298,Samiran Bhattacharjee; Chao Chen; Wha‐Seung Ahn,metal-organic framework BET surface area
https://openalex.org/W2418439740,https://doi.org/10.1002/adfm.201601193,Void Engineering in Metal–Organic Frameworks via Synergistic Etching and Surface Functionalization,2016,Advanced Functional Materials,True,http://hdl.handle.net/11343/113728,415,Ming Hu; Yi Ju; Kang Liang; Tomoya Suma; Jiwei Cui; Frank Caruso,metal-organic framework BET surface area
https://openalex.org/W2169198664,https://doi.org/10.1039/c3sc21659d,Photophysical pore control in an azobenzene-containing metal–organic framework,2013,Chemical Science,False,,272,Jonathan W. Brown; Bryana L. Henderson; Matthew D. Kiesz; Adam C. Whalley; William Morris; Sergio Grunder; Hexiang Deng; Hiroyasu Furukawa; Jeffrey I. Zink; J. Fraser Stoddart; Omar M. Yaghi,metal-organic framework BET surface area
https://openalex.org/W2002319969,https://doi.org/10.1021/ja076877g,"Impact of Preparation and Handling on the Hydrogen Storage Properties of Zn 4 O(1,4-benzenedicarboxylate) 3 (MOF-5)",2007,Journal of the American Chemical Society,False,,1649,Steven S. Kaye; Anne Dailly; Omar M. Yaghi; Jeffrey R. Long,metal-organic framework BET surface area
https://openalex.org/W2042831115,https://doi.org/10.1038/ncomms5228,Made-to-order metal-organic frameworks for trace carbon dioxide removal and air capture,2014,Nature Communications,True,https://www.nature.com/articles/ncomms5228.pdf,702,Osama Shekhah; Youssef Belmabkhout; Zhijie Chen; Vincent Guillerm; Amy Cairns; Karim Adil; Mohamed Eddaoudi,metal-organic framework BET surface area
https://openalex.org/W2131273394,https://doi.org/10.1038/ncomms1542,Pore surface engineering in covalent organic frameworks,2011,Nature Communications,True,https://www.nature.com/articles/ncomms1542.pdf,517,Atsushi Nagai; Zhaoqi Guo; Xiao Feng; Shangbin Jin; Xiong Chen; Xuesong Ding; Donglin Jiang,metal-organic framework BET surface area
https://openalex.org/W2005588386,https://doi.org/10.1021/ja4039642,Microfluidic Approach toward Continuous and Ultrafast Synthesis of Metal–Organic Framework Crystals and Hetero Structures in Confined Microdroplets,2013,Journal of the American Chemical Society,True,https://hal.science/hal-01289762,377,Marco Faustini; Jun Kim; Guan‐Young Jeong; Jin Yeong Kim; Hoi Ri Moon; Wha‐Seung Ahn; Dong‐Pyo Kim,metal-organic framework BET surface area
https://openalex.org/W2007687893,https://doi.org/10.1038/ncomms1618,Metal-adeninate vertices for the construction of an exceptionally porous metal-organic framework,2012,Nature Communications,True,https://www.nature.com/articles/ncomms1618.pdf,420,Jihyun An; Omar K. Farha; Joseph T. Hupp; Ehmke Pohl; Joanne I. Yeh; Nathaniel L. Rosi,metal-organic framework BET surface area
https://openalex.org/W2463801883,https://doi.org/10.1039/c5cs00878f,"Covalent organic frameworks based on Schiff-base chemistry: synthesis, properties and potential applications",2016,Chemical Society Reviews,True,https://pubs.rsc.org/en/content/articlepdf/2016/cs/c5cs00878f,1415,José L. Segura; María J. Mancheño; Félix Zamora,metal-organic framework BET surface area
https://openalex.org/W4308680515,https://doi.org/10.1007/s40820-022-00960-z,Metal–Organic Frameworks Functionalized Separators for Robust Aqueous Zinc-Ion Batteries,2022,Nano-Micro Letters,True,https://link.springer.com/content/pdf/10.1007/s40820-022-00960-z.pdf,633,Yang Song; Pengchao Ruan; Caiwang Mao; Yuxin Chang; Ling Wang; Lei Dai; Peng Zhou; Bingan Lu; Jiang Zhou; Zhangxing He,metal-organic framework BET surface area
https://openalex.org/W2096711464,https://doi.org/10.1002/chem.201402895,Water‐Stable Zirconium‐Based Metal–Organic Framework Material with High‐Surface Area and Gas‐Storage Capacities,2014,Chemistry - A European Journal,True,https://www.repository.cam.ac.uk/bitstreams/71dddfb4-f5e4-43d6-ad1c-697b3d47f481/download,181,Oleksii V. Gutov; Wojciech Bury; Diego A. Gómez‐Gualdrón; Vaiva Krungleviciute; David Fairen‐Jiménez; Joseph E. Mondloch; Amy A. Sarjeant; Salih S. Al‐Juaid; Randall Q. Snurr; Joseph T. Hupp; Taner Yildirim; Omar K. Farha,metal-organic framework BET surface area
https://openalex.org/W2059629038,https://doi.org/10.1039/c1cc11168j,Highly porous and robust scandium-based metal–organic frameworks for hydrogenstorage,2011,Chemical Communications,False,,187,Ilich A. Ibarra; Sihai Yang⧫; Xiang Lin; Alexander J. Blake; P.J. Rizkallah; Harriott Nowell; David R. Allan; Neil R. Champness; Peter Hubberstey; Martin Schröder,metal-organic framework BET surface area
https://openalex.org/W2893441209,https://doi.org/10.1038/s41557-018-0141-5,Sulfone-containing covalent organic frameworks for photocatalytic hydrogen evolution from water,2018,Nature Chemistry,True,https://strathprints.strath.ac.uk/74164/1/Wang_etal_NC_2018_Sulfone_containing_covalent_organic_frameworks_for_photocatalytic_hydrogen.pdf,1343,Xiaoyan Wang; Linjiang Chen; Samantha Y. Chong; Marc A. Little; Yongzhen Wu; Weihong Zhu; Rob Clowes; Yong Yan; Martijn A. Zwijnenburg; Reiner Sebastian Sprick; Andrew I. Cooper,metal-organic framework BET surface area
